//ID	模型文件	中文名称	Photo名称	flag	ObjTypeID	dummy	dummy2	高度偏移	播放时间	LightID	基准值
458	01050003.par	诅咒木尸	海浪	1	0	6	0	0	0	0	-1
459	01050001.par	沙匪	海浪	1	0	4,5	-1	0	0	0	-1
460	01050011.par	章鱼	海浪	1	0	2	-1	0	0	0	-1
461	01050012.par	翠鸟	海浪	1	0	2	-1	0	0	0	-1
462	01050013.par	火灵	海浪	1	0	10	-1	0	0	0	-1
463	01050014.par	精灵草	海浪	1	0	0	-1	0	0	0	-1
464	01050016.par	法王火球	海浪	1	0	4,5,17,9	-1	0	0	0	-1
465	01050017.par	冰龙	海浪	1	0	1,2,3,4,6,7,9	-1	0	0	0	-1
466	01050019.par	鼹鼠灯光	海浪	1	0	10	-1	0	0	0	-1
467	01050015.par	精灵花	海浪	1	0	0	-1	0	0	0	-1
468	zone.par	zone	海浪	0	0	0	-1	0	0	0	-1
469	01050020.par	傻蟹小兵	海浪	1	0	0	-1	0	0	0	-1
470	01050018.par	小冰龙	海浪	1	0	1,2,3	-1	0	0	0	-1
471	01050031.par	阿努比斯	海浪	1	0	10	-1	0	0	0	-1
472	01050029.par	梦魇	海浪	1	0	5,8,12,15,4,7,16,17	-1	0	0	0	-1
473	01050022.par	雪地精灵草	海浪	1	0	0	-1	0	0	0	-1
474	01050023.par	橙色精灵草	海浪	1	0	0	-1	0	0	0	-1
475	01050024.par	红色精灵草	海浪	1	0	0	-1	0	0	0	-1
476	01050025.par	黄色精灵草	海浪	1	0	0	-1	0	0	0	-1
477	01050026.par	蓝色精灵草	海浪	1	0	0	-1	0	0	0	-1
478	01050027.par	紫色精灵草	海浪	1	0	0	-1	0	0	0	-1
479	01050028.par	千年精灵草	海浪	1	0	0	-1	0	0	0	-1
480	shuimu01.par	暴风水母	海浪	1	0	1	-1	0	0	0	-1
481	shuimu02.par	闪电水母	海浪	1	0	1	-1	0	0	0	-1
482	01050030.par	暗影猎手	海浪	1	0	4,5	-1	0	0	0	-1
483	01050032.par	食人蜘蛛	海浪	1	0	4	-1	0	0	0	-1
484	01050035.par	雪女	海浪	1	0	3	-1	0	0	0	-1
485	01050033.par	雪女	海浪	1	0	0	-1	0	0	0	-1
486	01050034.par	南瓜将军	海浪	1	0	4	-1	0	0	0	-1
487	01050034.par	泥浆怪	海浪	1	0	7,8	-1	0	0	0	-1
488	01050036.par	守护天使	海浪	1	0	-1	-1	0	0	0	-1
489	01050037.par	恐怖努比	海浪	1	0	13	-1	0	0	0	-1
490	01050043.par	女神思念体	海浪	1	0	-1	-1	0	0	0	-1
491	shiphurt01.par	船只HP不足1	海浪	1	0	4	-1	0	0	0	-1
492	shiphurt02.par	船只HP不足2	海浪	1	0	4	-1	0	0	0	-1
493	shiphurt03.par	船只HP不足3	海浪	1	0	4	-1	0	0	0	-1
494	seazone.par	海上传送门	海浪	0	0	4	-1	0	0	0	-1
495	pkhp1.par	PK建筑HP不足1	海浪	1	0	1	-1	0	0	0	-1
496	pkhp2.par	PK建筑HP不足2	海浪	1	0	1	-1	0	0	0	-1
497	pkhp3.par	PK建筑HP不足3	海浪	1	0	1	-1	0	0	0	-1
498	vipwings01.par	黑色翅膀	海浪	1	0	24	-1	0	0	0	-1
499	vipwings02.par	黑色翅膀	海浪	1	0	24	-1	0	0	0	-1
500	vipwings03.par	黑色翅膀	海浪	1	0	24	-1	0	0	0	-1
501	anwing1.par	天使翅膀	海浪	1	0	24	-1	0	0	0	-1
502	anwing2.par	天使翅膀	海浪	1	0	24	-1	0	0	0	-1
503	anwing3.par	天使翅膀	海浪	1	0	24	-1	0	0	0	-1
504	rozen.par	玫瑰	海浪	1	0	25	-1	0	0	0	-1
505	elf.par	光之精灵	海浪	1	0	-1	-1	0	0	0	-1
506	ballelf.par	黄色球精灵	海浪	1	0	-1	-1	0	0	0	-1
507	ballelf2.par	绿色球精灵	海浪	1	0	-1	-1	0	0	0	-1
508	elfgreen.par	绿精灵	海浪	1	0	-1	-1	0	0	0	-1
509	elfgreen2.par	红精灵	海浪	1	0	-1	-1	0	0	0	-1
510	xdelf.par	咸蛋绿精灵	海浪	1	0	-1	-1	0	0	0	-1
511	xdelf2.par	咸蛋兰精灵	海浪	1	0	-1	-1	0	0	0	-1
512	eggelf.par	包菜绿精灵	海浪	1	0	-1	-1	0	0	0	-1
513	eggelf2.par	黄包菜精灵	海浪	1	0	-1	-1	0	0	0	-1
514	gelf.par	幽灵精灵	海浪	1	0	-1	-1	0	0	0	-1
515	gelf2.par	幽灵精灵2	海浪	1	0	-1	-1	0	0	0	-1
516	zzshjl1.par	鹦鹉精灵1	海浪	1	0	-1	-1	0	0	0	-1
517	zzshjl2.par	鹦鹉精灵2	海浪	1	0	-1	-1	0	0	0	-1
518	fjlxiao.par	小不点精灵	海浪	1	0	-1	-1	3	0	0	-1
519	ejl1.par	著二	海浪	1	0	-1	-1	3	0	0	-1
520	ejl2.par	蛮力	海浪	1	0	-1	-1	3	0	0	-1
521	ejl3.par	嗜血	海浪	1	0	-1	-1	3	0	0	-1
522	ejl4.par	反击	海浪	1	0	-1	-1	3	0	0	-1
523	ejl5.par	荆棘	海浪	1	0	-1	-1	3	0	0	-1
524	ejl6.par	破甲	海浪	1	0	-1	-1	3	0	0	-1
525	ejl7.par	招架	海浪	1	0	-1	-1	3	0	0	-1
526	fjlxiao1.par	小不点精灵2	海浪	1	0	-1	-1	3	0	0	-1
527	futi1.par	新精灵特效1	海浪	1	0	-1	-1	3	0	0	-1
528	futi2.par	新精灵特效2	海浪	1	0	-1	-1	3	0	0	-1
529	futi3.par	新精灵特效3	海浪	1	0	-1	-1	3	0	0	-1
530	futi4.par	新精灵特效4	海浪	1	0	-1	-1	3	0	0	-1
531	futi5.par	新精灵特效5	海浪	1	0	-1	-1	3	0	0	-1
532	futi6.par	新精灵特效6	海浪	1	0	-1	-1	3	0	0	-1
533	futi7.par	新精灵特效7	海浪	1	0	-1	-1	3	0	0	-1
534	futi8.par	新精灵特效8	海浪	1	0	-1	-1	3	0	0	-1
535	ragetest.par	阴影圆	海浪	0	0	-1	-1	0	1	0	-1
536	zhizhen.par	阴影针	海浪	0	0	-1	-1	0	1	0	-1
537	chigirl1a.par	转生菲1	海浪	1	0	24	-1	0	0	0	-1
538	chigirl1b.par	转生菲2	海浪	1	0	24	-1	0	0	0	-1
539	chigirl1c.par	转生菲3	海浪	1	0	24	-1	0	0	0	-1
540	chigirl2a.par	转生艾1	海浪	1	0	24	-1	0	0	0	-1
541	chigirl2b.par	转生艾2	海浪	1	0	24	-1	0	0	0	-1
542	chigirl2c.par	转生艾3	海浪	1	0	24	-1	0	0	0	-1
543	chiman1a.par	转生蓝1	海浪	1	0	24	-1	0	0	0	-1
544	chiman1b.par	转生蓝2	海浪	1	0	24	-1	0	0	0	-1
545	chiman1c.par	转生蓝3	海浪	1	0	24	-1	0	0	0	-1
546	chiman2a.par	转生卡1	海浪	1	0	24	-1	0	0	0	-1
547	chiman2b.par	转生卡2	海浪	1	0	24	-1	0	0	0	-1
548	chiman2c.par	转生卡3	海浪	1	0	24	-1	0	0	0	-1
549	hlcb.par	黑龙艾	海浪	1	0	24	-1	0	0	0	-1
550	chcb.par	彩虹艾	海浪	1	0	24	-1	0	0	0	-1
551	hl_crab.par	巨蟹吹泡泡	海浪	1	0	24	-1	0	0	0	-1
552	ilovedad.par	ilovedad项链	海浪	0	0	-1	-1	0	1	0	-1
553	10130025.par	商城道具	海浪	0	0	-1	-1	0	1	0	-1
554	10110005.par	商城帽子	海浪	0	0	-1	-1	0	1	0	-1
555	10110006.par	商城衣服	海浪	0	0	-1	-1	0	1	0	-1
556	10110007.par	商城鞋子	海浪	0	0	-1	-1	0	1	0	-1
557	10110008.par	商城手套	海浪	0	0	-1	-1	0	1	0	-1
558	10100014.par	商城单手剑	海浪	0	0	-1	-1	0	1	0	-1
559	10100015.par	商城双手剑	海浪	0	0	-1	-1	0	1	0	-1
560	10100016.par	商城弓	海浪	0	0	-1	-1	0	1	0	-1
561	10100017.par	商城枪	海浪	0	0	-1	-1	0	1	0	-1
562	10100018.par	商城杖	海浪	0	0	-1	-1	0	1	0	-1
563	10130026.par	商城宝箱	海浪	0	0	-1	-1	0	1	0	-1
564	mct.par	圣诞烟花	海浪	0	0	-1	-1	0	1	0	-1
565	hny.par	新年烟花	海浪	0	0	-1	-1	0	1	0	-1
566	sdlr.par	圣诞老人烟花	海浪	0	0	-1	-1	0	1	0	-1
567	lulu.par	雪橇烟花	海浪	0	0	-1	-1	0	1	0	-1
568	wazi.par	袜子烟花	海浪	0	0	-1	-1	0	1	0	-1
569	xrsw.par	雪人死亡	海浪	0	0	-1	-1	0	1	0	-1
570	sds.par	圣诞树发光	海浪	0	0	-1	-1	0	1	0	-1
571	xsds.par	小圣诞树发光	海浪	0	0	-1	-1	0	1	0	-1
572	fyyf.par	85BB封印印符特效	海浪	0	0	-1	-1	0	1	0	-1
573	hhyf.par	85BB航海印符特效	海浪	0	0	-1	-1	0	1	0	-1
574	jjyf.par	85BB巨剑印符特效	海浪	0	0	-1	-1	0	1	0	-1
575	lryf.par	85BB猎人印符特效	海浪	0	0	-1	-1	0	1	0	-1
576	sjyf.par	85BB双剑印符特效	海浪	0	0	-1	-1	0	1	0	-1
577	szyf.par	85BB圣职印符特效	海浪	0	0	-1	-1	0	1	0	-1
578	xzdll.par	心中的力量	海浪	0	0	-1	-1	0	1	0	-1
579	huota.par	圣火台	海浪	0	0	-1	-1	0	1	0	-1
580	huoju.par	火炬	海浪	0	0	-1	-1	0	1	0	-1
581	anwing4.par	悲歡離合之翼(天藍色)	海浪	0	0	-1	-1	0	1	0	-1
582	anwing5.par	I Love HK之翼（血紅色）	海浪	0	0	-1	-1	0	1	0	-1
583	lianhua.par	95bb套连花	海浪	0	0	-1	-1	0	1	0	-1
584	zhaohuan.par	召唤	海浪	0	0	-1	-1	0	1	0	-1
585	fzr.par	风之刃	海浪	0	0	-1	-1	0	1	0	-1
586	huoqius2.par	火球命中	海浪	0	0	-1	-1	0	1	0	-1
587	huoqiuf2.par	火球释放	海浪	0	0	-1	-1	0	1	0	-1
588	bingqius.par	冰球命中	海浪	0	0	-1	-1	0	1	0	-1
589	bingqiuf.par	冰球释放	海浪	0	0	-1	-1	0	1	0	-1
590	fzrmz.par	风之刃命中	海浪	0	0	-1	-1	0	1	0	-1
591	ttdan.par	精灵蛋	海浪	1	0	-1	-1	0	0	0	-1
592	qingbao.par	情报文件	海浪	0	0	-1	-1	0	1	0	-1
593	baiyang.par	白羊	海浪	1	0	-1	-1	3	0	0	-1
594	jinniu.par	金牛座	海浪	1	0	-1	-1	3	0	0	-1
595	shuangzi.par	双子座	海浪	1	0	-1	-1	3	0	0	-1
596	juxie.par	巨蟹座	海浪	1	0	-1	-1	3	0	0	-1
597	shizi.par	狮子	海浪	1	0	-1	-1	3	0	0	-1
598	chunv.par	处女	海浪	1	0	-1	-1	3	0	0	-1
599	tianpin.par	天平	海浪	1	0	-1	-1	3	0	0	-1
600	tianxie.par	天蝎	海浪	1	0	-1	-1	3	0	0	-1
601	sheshou.par	射手	海浪	1	0	-1	-1	3	0	0	-1
602	shanyang.par	摩羯	海浪	1	0	-1	-1	3	0	0	-1
603	shuiping.par	水瓶	海浪	1	0	-1	-1	3	0	0	-1
604	shuangyu.par	双鱼	海浪	1	0	-1	-1	3	0	0	-1
											
											
800	icedragonready01.par	小冰龙冰冻	海浪	1	0	1	-1	0	1	0	-1
801	icedragonready02.par	冰龙扇形冷气攻击	海浪	1	0	1	-1	0	1	0	-1
802	sd.par	木尸法王尸毒	海浪	1	0	1	-1	0	1	0	-1
803	lx.par	黑龙龙息	海浪	1	0	1	-1	0	1	0	-1
804	ly.par	黑龙龙翼	海浪	1	0	1	-1	0	1	0	-1
805	xzsb1.par	机械巨兵1	海浪	1	0	-1	-1	0	1	0	-1
806	xzsb2.par	机械巨兵2	海浪	1	0	-1	-1	0	1	0	-1
807	mhcx.par	魅惑持续	海浪	0	0	-1	-1	0	1	0	-1
808	hld.par	龙明	海浪	0	0	-1	-1	0	1	0	-1
809	sun.par	太阳表情	海浪	0	0	-1	-1	0	1	0	-1
810	cloud.par	阴天表情	海浪	0	0	-1	-1	0	1	0	-1
811	snowface.par	雪表情	海浪	0	0	-1	-1	0	1	0	-1
812	starface.par	星表情	海浪	0	0	-1	-1	0	1	0	-1
813	rain.par	雨表情	海浪	0	0	-1	-1	0	1	0	-1
814	cnsun.par	多云表情	海浪	0	0	-1	-1	0	1	0	-1
815	kulouface.par	骷髅表情	海浪	0	0	-1	-1	0	1	0	-1
816	caihong.par	彩虹表情	海浪	0	0	-1	-1	0	1	0	-1
817	angelface.par	天使表情	海浪	0	0	-1	-1	0	1	0	-1
818	devilface.par	恶魔表情	海浪	0	0	-1	-1	0	1	0	-1
											
820	fjl801.par	8月精灵1	海浪	0	0	-1	-1	0	1	0	-1
821	fjl802.par	8月精灵2	海浪	0	0	-1	-1	0	1	0	-1
822	fjl803.par	8月精灵3	海浪	0	0	-1	-1	0	1	0	-1
823	fjl804.par	8月精灵4	海浪	0	0	-1	-1	0	1	0	-1
824	fcb01.par	8月翅膀1	海浪	0	0	-1	-1	0	1	0	-1
825	fcb02.par	8月翅膀2	海浪	0	0	-1	-1	0	1	0	-1
826	fcb03.par	8月翅膀3	海浪	0	0	-1	-1	0	1	0	-1
827	fcb04.par	8月翅膀4	海浪	0	0	-1	-1	0	1	0	-1
828	ftiger1.par	老虎机普通特效	海浪	0	0	-1	-1	0	1	0	-1
829	ftiger2.par	老虎机大奖特效	海浪	0	0	-1	-1	0	1	0	-1
830	fzdabian.par	大便特效	海浪	0	0	-1	-1	0	1	0	-1
831	fzduanku.par	短裤特效	海浪	0	0	-1	-1	0	1	0	-1
832	fzxiongzhao.par	胸罩特效	海浪	0	0	-1	-1	0	1	0	-1
833	fzqian.par	落钱特效	海浪	0	0	-1	-1	0	1	0	-1
834	fzzi1.par	我是白痴	海浪	0	0	-1	-1	0	1	0	-1
835	fzzi2.par	都来鄙视我	海浪	0	0	-1	-1	0	1	0	-1
836	fzzi3.par	我是骗子	海浪	0	0	-1	-1	0	1	0	-1
837	fzzi4.par	见过我这么傻的吗	海浪	0	0	-1	-1	0	1	0	-1
838	yanhuoju.par	烟花菊花	海浪	0	0	-1	-1	0	1	0	-1
839	yanhuox.par	烟花x	海浪	0	0	-1	-1	0	1	0	-1
840	xiaohua.par	手拿烟花	海浪	0	0	-1	-1	0	1	0	-1
880	binghuan.par	冰环	海浪	0	0	-1	-1	0	1	0	-1
881	bdicess.par	小黑龙虎啸释放	海浪	0	0	-1	-1	0	1	0	-1
882	bdiceaa.par	小黑龙虎啸命中	海浪	0	0	-1	-1	0	1	0	-1
883	bdlightss.par	小黑龙雷击释放	海浪	0	0	-1	-1	0	1	0	-1
885	bdlightaa.par	小黑龙雷击命中	海浪	0	0	-1	-1	0	1	0	-1
886	bdwindss.par	小黑龙幻影斩释放	海浪	0	0	-1	-1	0	1	0	-1
887	bdlightaft.par	小黑龙雷击持续	海浪	0	0	-1	-1	1	1	0	-1
888	bdwindaa.par	小黑龙幻影斩命中	海浪	0	0	-1	-1	0	1	0	-1
889	zzfbfs.par	黑龙炎球释放	海浪	0	0	-1	-1	0	1	0	-1
891	zzfbfa.par	黑龙炎球命中	海浪	0	0	-1	-1	0	1	0	-1
892	zzfbfat.par	黑龙炎球地面	海浪	0	0	-1	-1	0	1	0	-1
893	bdsummon.par	黑龙召唤	海浪	0	0	-1	-1	1	1	0	-1
894	bdiceaft.par	小黑龙虎啸持续	海浪	0	0	-1	-1	1	1	0	-1
895	aoyunhuoju.par	火焰	海浪	0	0	0	-1	0	0	0	-1
900	fcansmoke2.par	燃烧弹持续	海浪	0	0	-1	-1	0	1	0	-1
901	fshock1.par	击晕释放	海浪	0	0	-1	-1	0	1	0	-1
902	fshocka1.par	击晕命中	海浪	0	0	-1	-1	0	1	0	-1
903	flaserss.par	激光束释放	海浪	0	0	-1	-1	0	1	0	-1
904	flaseraa.par	激光束命中	海浪	0	0	-1	-1	0	1	0	-1
905	fguns1.par	火枪释放	海浪	0	0	-1	-1	0	1	0	-1
906	fsummon.par	召唤释放	海浪	0	0	-1	-1	0	1	0	-1
907	fblowupaa.par	远程爆破命中	海浪	0	0	-1	-1	0	1	0	-1
908	fsmokeaa.par	烟雾攻击命中	海浪	0	0	-1	-1	0	1	0	-1
909	fgunaa.par	火枪命中	海浪	0	0	-1	-1	0	1	0	-1
910	fboness.par	骷髅缠身释放	海浪	0	0	-1	-1	0	1	0	-1
911	fflashss.par	异灵移动	海浪	0	0	-1	-1	0	1	0	-1
912	fshieldss.par	骷髅护盾	海浪	0	0	-1	-1	0	1	0	-1
913	fslashss.par	乱砍	海浪	0	0	-1	-1	0	1	0	-1
914	fbellowss.par	怒吼	海浪	0	0	-1	-1	0	1	0	-1
915	fjestss.par	嘲笑	海浪	0	0	-1	-1	0	1	0	-1
916	fbloodaa.par	诅咒之血命中	海浪	0	0	-1	-1	0	1	0	-1
917	fmoonss.par	月光恢复	海浪	0	0	-1	-1	0	1	0	-1
918	fspireaa.par	旋涡	海浪	0	0	-1	-1	0	1	0	-1
919	fboomerff.par	炸弹投掷命中	海浪	0	0	-1	-1	0	1	0	-1
920	fbloodhh.par	诅咒之血持续	海浪	0	0	-1	-1	0	1	0	-1
921	fbonehh.par	骷髅缠身持续	海浪	0	0	-1	-1	0	1	0	-1
922	fspeedhh.par	加速持续	海浪	0	0	-1	-1	0	1	0	-1
923	fdeathaa.par	邪恶攻击命中	海浪	0	0	-1	-1	0	1	0	-1
924	fwateraa.par	水箭命中	海浪	0	0	-1	-1	0	1	0	-1
925	fbloodss.par	诅咒之血释放	海浪	0	0	-1	-1	0	1	0	-1
926	fjesthh.par	嘲笑持续	海浪	0	0	-1	-1	0	1	0	-1
927	bloods.par	鞋子飞血	海浪	0	0	-1	-1	0	1	0	-1
928	snball.par	小雪球命中	海浪	0	0	-1	-1	0	1	0	-1
929	ximota.par	吸魔命中	海浪	0	0	-1	-1	0	1	0	-1
930	shzhan.par	海军守护斩命中	海浪	0	0	-1	-1	0	1	0	-1
931	hdzhan.par	海盗守护斩命中	海浪	0	0	-1	-1	0	1	0	-1
932	shihua.par	石化命中	海浪	0	0	-1	-1	0	1	0	-1
933	shihuaf.par	石化释放	海浪	0	0	-1	-1	0	1	0	-1
934	cangying.par	苍蝇	海浪	0	0	-1	-1	0	1	0	-1
935	shensheng.par	神圣审判	海浪	0	0	-1	-1	0	1	0	-1
936	youling.par	背后灵	海浪	0	0	-1	-1	0	1	0	-1
937	laji.par	意念	海浪	0	0	-1	-1	0	1	0	-1
938	bsj.par	百兽击	海浪	0	0	-1	-1	0	1	0	-1
939	wyzhan.par	无影斩	海浪	0	0	-1	-1	0	1	0	-1
940	hamhamha.par	哈密哈密哈	海浪	0	0	-1	-1	0	1	0	-1
941	shzhanfs.par	海军斩	海浪	0	0	-1	-1	0	1	0	-1
942	hdzhanfs.par	海盗斩	海浪	0	0	-1	-1	0	1	0	-1
943	binghuans.par	冰持续	海浪	0	0	-1	-1	0	1	0	-1
											
											
3000	jf004.par	法杖增益头1	海浪	1	0	1	-1	0	0	0	-1
3001	jf003.par	法杖增益头2	海浪	1	0	1	-1	0	0	0	-1
3002	jf002.par	法杖增益头3	海浪	1	0	1	-1	0	0	0	-1
3003	jf001.par	法杖增益头4	海浪	1	0	1	-1	0	0	0	-1
3010	jf000.par	法杖增益环空	海浪	1	0	1	-1	0	0	0	-1
3011	jf000.par	法杖增益环空	海浪	1	0	1	-1	0	0	0	-1
3012	jf000.par	法杖增益环空	海浪	1	0	1	-1	0	0	0	-1
3013	jf006.par	法杖增益环有	海浪	1	0	1	-1	0	0	0	-1
3020	jf000.par	法杖增益身体空	海浪	1	0	1	-1	0	0	0	-1
3021	jf005.par	法杖增益身体有	海浪	1	0	1	-1	0	0	0	-1
3022	jf005.par	法杖增益身体有	海浪	1	0	1	-1	0	0	0	-1
3023	jf005.par	法杖增益身体有	海浪	1	0	1	-1	0	0	0	-1
											
3030	jb01.par	巨剑攻击1	海浪	1	0	1	-1	0	0	0	-1
3031	jb02.par	巨剑攻击2	海浪	1	0	1	-1	0	0	0	-1
3032	jb03.par	巨剑攻击3	海浪	1	0	1	-1	0	0	0	-1
3033	jb04.par	巨剑攻击4	海浪	1	0	1	-1	0	0	0	-1
3040	jj01.par	单手剑攻击1	海浪	1	0	1	-1	0	0	0	-1
3041	jj02.par	单手剑攻击2	海浪	1	0	1	-1	0	0	0	-1
3042	jj03.par	单手剑攻击3	海浪	1	0	1	-1	0	0	0	-1
3043	jj04.par	单手剑攻击4	海浪	1	0	1	-1	0	0	0	-1
3050	js01.par	匕首攻击1	海浪	1	0	1	-1	0	0	0	-1
3051	js02.par	匕首攻击2	海浪	1	0	1	-1	0	0	0	-1
3052	js03.par	匕首攻击3	海浪	1	0	1	-1	0	0	0	-1
3053	js04.par	匕首攻击4	海浪	1	0	1	-1	0	0	0	-1
											
3060	jg01.par	枪攻击身体1	海浪	1	0	1	-1	0	0	0	-1
3061	jg01.par	枪攻击身体2	海浪	1	0	1	-1	0	0	0	-1
3062	jg02.par	枪攻击身体3	海浪	1	0	1	-1	0	0	0	-1
3063	jg03.par	枪攻击身体4	海浪	1	0	1	-1	0	0	0	-1
3070	jg04.par	枪攻击头1	海浪	1	0	1	-1	0	0	0	-1
3071	jg05.par	枪攻击头2	海浪	1	0	1	-1	0	0	0	-1
3072	jg06.par	枪攻击头3	海浪	1	0	1	-1	0	0	0	-1
3073	jg06.par	枪攻击头4	海浪	1	0	1	-1	0	0	0	-1
											
3080	jfb004.par	法杖防御头1	海浪	1	0	1	-1	0	0	0	-1
3081	jfb003.par	法杖防御头2	海浪	1	0	1	-1	0	0	0	-1
3082	jfb002.par	法杖防御头3	海浪	1	0	1	-1	0	0	0	-1
3083	jfb001.par	法杖防御头4	海浪	1	0	1	-1	0	0	0	-1
3090	jf000.par	法杖防御环空	海浪	1	0	1	-1	0	0	0	-1
3091	jf000.par	法杖防御环空	海浪	1	0	1	-1	0	0	0	-1
3092	jf000.par	法杖防御环空	海浪	1	0	1	-1	0	0	0	-1
3093	jf006.par	法杖防御环有	海浪	1	0	1	-1	0	0	0	-1
3100	jf000.par	法杖防御身体空	海浪	1	0	1	-1	0	0	0	-1
3101	jfb005.par	法杖防御身体有	海浪	1	0	1	-1	0	0	0	-1
3102	jfb005.par	法杖防御身体有	海浪	1	0	1	-1	0	0	0	-1
3103	jfb005.par	法杖防御身体有	海浪	1	0	1	-1	0	0	0	-1
											
3110	jfr004.par	法杖攻击头1	海浪	1	0	1	-1	0	0	0	-1
3111	jfr003.par	法杖攻击头2	海浪	1	0	1	-1	0	0	0	-1
3112	jfr002.par	法杖攻击头3	海浪	1	0	1	-1	0	0	0	-1
3113	jfr001.par	法杖攻击头4	海浪	1	0	1	-1	0	0	0	-1
3120	jf000.par	法杖攻击环空	海浪	1	0	1	-1	0	0	0	-1
3121	jf000.par	法杖攻击环空	海浪	1	0	1	-1	0	0	0	-1
3122	jf000.par	法杖攻击环空	海浪	1	0	1	-1	0	0	0	-1
3123	jf006.par	法杖攻击环有	海浪	1	0	1	-1	0	0	0	-1
3130	jf000.par	法杖攻击身体空	海浪	1	0	1	-1	0	0	0	-1
3131	jfr005.par	法杖攻击身体有	海浪	1	0	1	-1	0	0	0	-1
3132	jfr005.par	法杖攻击身体有	海浪	1	0	1	-1	0	0	0	-1
3133	jfr005.par	法杖攻击身体有	海浪	1	0	1	-1	0	0	0	-1
											
3140	jby01.par	巨剑增益1	海浪	1	0	1	-1	0	0	0	-1
3141	jby02.par	巨剑增益2	海浪	1	0	1	-1	0	0	0	-1
3142	jby03.par	巨剑增益3	海浪	1	0	1	-1	0	0	0	-1
3143	jby04.par	巨剑增益4	海浪	1	0	1	-1	0	0	0	-1
3150	jjy01.par	单手剑增益1	海浪	1	0	1	-1	0	0	0	-1
3151	jjy02.par	单手剑增益2	海浪	1	0	1	-1	0	0	0	-1
3152	jjy03.par	单手剑增益3	海浪	1	0	1	-1	0	0	0	-1
3153	jjy04.par	单手剑增益4	海浪	1	0	1	-1	0	0	0	-1
3160	jsy01.par	匕首增益1	海浪	1	0	1	-1	0	0	0	-1
3161	jsy02.par	匕首增益2	海浪	1	0	1	-1	0	0	0	-1
3162	jsy03.par	匕首增益3	海浪	1	0	1	-1	0	0	0	-1
3163	jsy04.par	匕首增益4	海浪	1	0	1	-1	0	0	0	-1
											
3170	jbb01.par	巨剑防御1	海浪	1	0	1	-1	0	0	0	-1
3171	jbb02.par	巨剑防御2	海浪	1	0	1	-1	0	0	0	-1
3172	jbb03.par	巨剑防御3	海浪	1	0	1	-1	0	0	0	-1
3173	jbb04.par	巨剑防御4	海浪	1	0	1	-1	0	0	0	-1
3180	jjb01.par	单手剑防御1	海浪	1	0	1	-1	0	0	0	-1
3181	jjb02.par	单手剑防御2	海浪	1	0	1	-1	0	0	0	-1
3182	jjb03.par	单手剑防御3	海浪	1	0	1	-1	0	0	0	-1
3183	jjb04.par	单手剑防御4	海浪	1	0	1	-1	0	0	0	-1
3184	jjb05.par	单手剑防御4	海浪	1	0	1	-1	0	0	0	-1
3190	jsb01.par	匕首防御1	海浪	1	0	1	-1	0	0	0	-1
3191	jsb02.par	匕首防御2	海浪	1	0	1	-1	0	0	0	-1
3192	jsb03.par	匕首防御3	海浪	1	0	1	-1	0	0	0	-1
3193	jsb04.par	匕首防御4	海浪	1	0	1	-1	0	0	0	-1
											
3200	jgb01.par	枪防御身体1	海浪	1	0	1	-1	0	0	0	-1
3201	jgb01.par	枪防御身体2	海浪	1	0	1	-1	0	0	0	-1
3202	jgb02.par	枪防御身体3	海浪	1	0	1	-1	0	0	0	-1
3203	jgb03.par	枪防御身体4	海浪	1	0	1	-1	0	0	0	-1
3210	jgb04.par	枪防御头1	海浪	1	0	1	-1	0	0	0	-1
3211	jgb05.par	枪防御头2	海浪	1	0	1	-1	0	0	0	-1
3212	jgb06.par	枪防御头3	海浪	1	0	1	-1	0	0	0	-1
3213	jgb06.par	枪防御头4	海浪	1	0	1	-1	0	0	0	-1
											
3220	jgy01.par	枪增益身体1	海浪	1	0	1	-1	0	0	0	-1
3221	jgy01.par	枪增益身体2	海浪	1	0	1	-1	0	0	0	-1
3222	jgy02.par	枪增益身体3	海浪	1	0	1	-1	0	0	0	-1
3223	jgy03.par	枪增益身体4	海浪	1	0	1	-1	0	0	0	-1
3230	jgy04.par	枪增益头1	海浪	1	0	1	-1	0	0	0	-1
3231	jgy05.par	枪增益头2	海浪	1	0	1	-1	0	0	0	-1
3232	jgy06.par	枪增益头3	海浪	1	0	1	-1	0	0	0	-1
3233	jgy06.par	枪增益头4	海浪	1	0	1	-1	0	0	0	-1
											
3240	jfq02.par	法杖攻防增身体淡	海浪	1	0	1	-1	0	0	0	-1
3241	jfq03.par	法杖攻防增身体有	海浪	1	0	1	-1	0	0	0	-1
3242	jfq03.par	法杖攻防增身体有	海浪	1	0	1	-1	0	0	0	-1
3243	jfq03.par	法杖攻防增身体有	海浪	1	0	1	-1	0	0	0	-1
3250	jfr004.par	法杖攻防增头1	海浪	1	0	1	-1	0	0	0	-1
3251	jfr003.par	法杖攻防增头2	海浪	1	0	1	-1	0	0	0	-1
3252	jfr002.par	法杖攻防增头3	海浪	1	0	1	-1	0	0	0	-1
3253	jfq01.par	法杖攻防增头4	海浪	1	0	1	-1	0	0	0	-1
											
3260	jbyb01.par	巨剑增防1	海浪	1	0	1	-1	0	0	0	-1
3261	jbyb02.par	巨剑增防2	海浪	1	0	1	-1	0	0	0	-1
3262	jbyb03.par	巨剑增防3	海浪	1	0	1	-1	0	0	0	-1
