[09-28 09:28:15]SaleGoodsData, count, level, id, num, price, range, curprice 1  0  4573  900  279  62  283  
[10-16 20:55:55]BuyGoodsData, count, level, id, num, price, range, curprice 14  0  4559  -1  910  203  1091  
[10-16 20:55:55]BuyGoodsData, count, level, id, num, price, range, curprice 15  0  4562  -1  819  183  835  
[10-16 20:55:55]BuyGoodsData, count, level, id, num, price, range, curprice 16  0  4563  -1  879  195  948  
[10-16 20:55:55]BuyGoodsData, count, level, id, num, price, range, curprice 17  0  4566  -1  831  185  938  
[10-16 20:55:55]BuyGoodsData, count, level, id, num, price, range, curprice 18  0  4569  -1  1126  251  1128  
[10-16 20:55:55]BuyGoodsData, count, level, id, num, price, range, curprice 19  0  4572  -1  924  205  1071  
[10-16 20:55:55]SaleGoodsData, count, level, id, num, price, range, curprice 1  2  4558  300  450  100  488  
[10-16 20:55:55]SaleGoodsData, count, level, id, num, price, range, curprice 2  2  4559  240  495  110  518  
[10-16 20:55:55]SaleGoodsData, count, level, id, num, price, range, curprice 3  3  4560  60  571  127  574  
[10-16 20:55:55]BuyGoodsData, count, level, id, num, price, range, curprice 1  0  4576  -1  898  199  1094  
[10-16 20:55:55]BuyGoodsData, count, level, id, num, price, range, curprice 2  0  4577  -1  930  207  996  
[10-16 20:55:55]BuyGoodsData, count, level, id, num, price, range, curprice 3  0  4585  -1  936  208  954  
[10-16 20:55:55]BuyGoodsData, count, level, id, num, price, range, curprice 4  0  4587  -1  938  625  1417  
[10-16 20:55:55]BuyGoodsData, count, level, id, num, price, range, curprice 5  0  4589  -1  548  121  565  
[10-16 20:55:55]BuyGoodsData, count, level, id, num, price, range, curprice 6  0  4591  -1  844  187  1019  
[10-16 20:55:55]BuyGoodsData, count, level, id, num, price, range, curprice 7  0  4593  -1  972  216  1158  
[10-16 20:55:55]BuyGoodsData, count, level, id, num, price, range, curprice 8  0  4595  -1  900  600  1059  
[10-16 20:55:55]BuyGoodsData, count, level, id, num, price, range, curprice 9  0  4597  -1  881  195  969  
[10-16 20:55:55]BuyGoodsData, count, level, id, num, price, range, curprice 10  0  4599  -1  945  210  1076  
[10-16 20:55:55]BuyGoodsData, count, level, id, num, price, range, curprice 11  0  4600  -1  866  577  1128  
[10-16 20:55:55]BuyGoodsData, count, level, id, num, price, range, curprice 12  0  4554  -1  1020  227  1145  
[10-16 20:55:55]BuyGoodsData, count, level, id, num, price, range, curprice 13  0  4555  -1  793  177  806  
[10-16 20:55:55]BuyGoodsData, count, level, id, num, price, range, curprice 14  0  4556  -1  860  191  965  
[10-16 20:55:55]BuyGoodsData, count, level, id, num, price, range, curprice 15  0  4557  -1  960  213  1081  
[10-16 20:55:55]BuyGoodsData, count, level, id, num, price, range, curprice 16  0  4561  -1  808  179  970  
[10-16 20:55:55]BuyGoodsData, count, level, id, num, price, range, curprice 17  0  4566  -1  876  195  1015  
[10-16 20:55:55]BuyGoodsData, count, level, id, num, price, range, curprice 18  0  4569  -1  1089  243  1184  
[10-16 20:55:55]BuyGoodsData, count, level, id, num, price, range, curprice 19  0  4572  -1  924  205  1085  
[10-17 18:49:21]SaleGoodsData, count, level, id, num, price, range, curprice 1  0  4573  900  279  62  300  
[10-17 18:49:21]SaleGoodsData, count, level, id, num, price, range, curprice 2  0  4574  800  342  76  364  
[10-17 18:49:21]SaleGoodsData, count, level, id, num, price, range, curprice 3  1  4575  700  391  87  429  
[10-17 18:49:21]SaleGoodsData, count, level, id, num, price, range, curprice 4  1  4576  480  432  96  459  
[10-17 18:49:21]SaleGoodsData, count, level, id, num, price, range, curprice 5  2  4577  300  495  110  550  
[10-17 18:49:21]SaleGoodsData, count, level, id, num, price, range, curprice 6  2  4578  240  522  116  557  
[10-17 18:49:21]SaleGoodsData, count, level, id, num, price, range, curprice 7  3  4579  60  589  131  661  
[10-17 18:49:21]SaleGoodsData, count, level, id, num, price, range, curprice 8  3  4580  40  648  144  713  
[10-17 18:49:21]BuyGoodsData, count, level, id, num, price, range, curprice 1  0  4581  -1  542  121  554  
[10-17 18:49:21]BuyGoodsData, count, level, id, num, price, range, curprice 2  0  4583  -1  724  161  858  
[10-17 18:49:21]BuyGoodsData, count, level, id, num, price, range, curprice 3  0  4585  -1  846  188  919  
[10-17 18:49:21]BuyGoodsData, count, level, id, num, price, range, curprice 4  0  4587  -1  846  564  972  
[10-17 18:49:21]BuyGoodsData, count, level, id, num, price, range, curprice 5  0  4593  -1  1000  223  1214  
[10-17 18:49:21]BuyGoodsData, count, level, id, num, price, range, curprice 6  0  4595  -1  938  625  1526  
[10-17 18:49:21]BuyGoodsData, count, level, id, num, price, range, curprice 7  0  4597  -1  881  195  995  
[10-17 18:49:21]BuyGoodsData, count, level, id, num, price, range, curprice 8  0  4598  -1  878  195  1011  
[10-17 18:49:21]BuyGoodsData, count, level, id, num, price, range, curprice 9  0  4600  -1  866  577  1395  
[10-17 18:49:21]BuyGoodsData, count, level, id, num, price, range, curprice 10  0  4552  -1  642  143  655  
[10-17 18:49:21]BuyGoodsData, count, level, id, num, price, range, curprice 11  0  4553  -1  789  175  883  
[10-17 18:49:21]BuyGoodsData, count, level, id, num, price, range, curprice 12  0  4554  -1  934  207  973  
[10-17 18:49:21]BuyGoodsData, count, level, id, num, price, range, curprice 13  0  4556  -1  870  193  1002  
[10-17 18:49:21]BuyGoodsData, count, level, id, num, price, range, curprice 14  0  4557  -1  970  215  1085  
[10-17 18:49:21]BuyGoodsData, count, level, id, num, price, range, curprice 15  0  4560  -1  1056  235  1286  
[10-17 18:49:21]BuyGoodsData, count, level, id, num, price, range, curprice 16  0  4563  -1  909  202  1007  
[10-17 18:49:21]BuyGoodsData, count, level, id, num, price, range, curprice 17  0  4566  -1  785  175  929  
[10-17 18:49:21]BuyGoodsData, count, level, id, num, price, range, curprice 18  0  4569  -1  1014  225  1098  
[10-17 18:49:21]BuyGoodsData, count, level, id, num, price, range, curprice 19  0  4572  -1  924  205  1031  
[10-17 18:49:21]BuyGoodsData, count, level, id, num, price, range, curprice 20  0  4547  -1  100  0  100  
[10-17 18:49:21]BuyGoodsData, count, level, id, num, price, range, curprice 21  0  4549  -1  500  0  500  
[10-17 18:49:21]BuyGoodsData, count, level, id, num, price, range, curprice 22  0  4548  -1  300  0  300  
[10-17 18:49:21]BuyGoodsData, count, level, id, num, price, range, curprice 23  0  4551  -1  20  0  20  
[10-17 18:49:21]SaleGoodsData, count, level, id, num, price, range, curprice 1  1  4597  480  436  97  484  
[10-17 18:49:21]SaleGoodsData, count, level, id, num, price, range, curprice 2  2  4598  300  472  105  513  
[10-17 18:49:21]SaleGoodsData, count, level, id, num, price, range, curprice 3  2  4599  240  508  113  558  
[10-17 18:49:21]SaleGoodsData, count, level, id, num, price, range, curprice 4  3  4600  60  571  127  663  
[10-17 18:49:21]SaleGoodsData, count, level, id, num, price, range, curprice 5  3  4601  40  643  143  651  
[10-17 18:49:21]BuyGoodsData, count, level, id, num, price, range, curprice 1  0  4573  -1  554  123  609  
[10-17 18:49:21]BuyGoodsData, count, level, id, num, price, range, curprice 2  0  4574  -1  711  158  793  
[10-17 18:49:21]BuyGoodsData, count, level, id, num, price, range, curprice 3  0  4576  -1  872  193  967  
[10-17 18:49:21]BuyGoodsData, count, level, id, num, price, range, curprice 4  0  4581  -1  548  121  598  
[10-17 18:49:21]BuyGoodsData, count, level, id, num, price, range, curprice 5  0  4583  -1  740  165  890  
[10-17 18:49:21]BuyGoodsData, count, level, id, num, price, range, curprice 6  0  4587  -1  900  600  1317  
[10-17 18:49:21]BuyGoodsData, count, level, id, num, price, range, curprice 7  0  4591  -1  880  195  1061  
[10-17 18:49:21]BuyGoodsData, count, level, id, num, price, range, curprice 8  0  4593  -1  1029  229  1075  
[10-17 18:49:21]BuyGoodsData, count, level, id, num, price, range, curprice 9  0  4595  -1  976  651  1265  
[10-17 18:49:21]BuyGoodsData, count, level, id, num, price, range, curprice 10  0  4553  -1  826  183  927  
[10-17 18:49:21]BuyGoodsData, count, level, id, num, price, range, curprice 11  0  4555  -1  793  177  948  
[10-17 18:49:21]BuyGoodsData, count, level, id, num, price, range, curprice 12  0  4556  -1  860  191  931  
[10-17 18:49:21]BuyGoodsData, count, level, id, num, price, range, curprice 13  0  4557  -1  960  213  1149  
[10-17 18:49:21]BuyGoodsData, count, level, id, num, price, range, curprice 14  0  4559  -1  920  205  1079  
[10-17 18:49:21]BuyGoodsData, count, level, id, num, price, range, curprice 15  0  4560  -1  1039  231  1145  
[10-17 18:49:21]BuyGoodsData, count, level, id, num, price, range, curprice 16  0  4563  -1  909  202  959  
[10-17 18:49:21]BuyGoodsData, count, level, id, num, price, range, curprice 17  0  4566  -1  831  185  967  
[10-17 18:49:21]BuyGoodsData, count, level, id, num, price, range, curprice 18  0  4569  -1  1089  243  1294  
[10-17 18:49:21]BuyGoodsData, count, level, id, num, price, range, curprice 19  0  4572  -1  924  205  1084  
[10-17 18:49:21]BuyGoodsData, count, level, id, num, price, range, curprice 20  0  4547  -1  100  0  100  
[10-17 18:49:21]BuyGoodsData, count, level, id, num, price, range, curprice 21  0  4549  -1  450  0  450  
[10-17 18:49:21]BuyGoodsData, count, level, id, num, price, range, curprice 22  0  4550  -1  1000  0  1000  
[10-17 18:49:21]BuyGoodsData, count, level, id, num, price, range, curprice 23  0  4548  -1  300  0  300  
[10-17 18:49:21]BuyGoodsData, count, level, id, num, price, range, curprice 24  0  4551  -1  20  0  20  
[10-17 18:49:21]BuyGoodsData, count, level, id, num, price, range, curprice 25  0  3913  -1  1248  832  1877  
[10-17 18:49:21]BuyGoodsData, count, level, id, num, price, range, curprice 26  0  3912  -1  1395  930  1527  
[10-17 18:49:21]BuyGoodsData, count, level, id, num, price, range, curprice 27  0  3914  -1  1614  1077  1641  
[10-17 18:49:22]SaleGoodsData, count, level, id, num, price, range, curprice 1  0  4552  800  315  70  368  
[10-17 18:49:22]SaleGoodsData, count, level, id, num, price, range, curprice 2  1  4553  700  405  90  470  
[10-17 18:49:22]SaleGoodsData, count, level, id, num, price, range, curprice 3  1  4554  480  477  106  498  
[10-17 18:49:22]BuyGoodsData, count, level, id, num, price, range, curprice 1  0  4574  -1  697  155  832  
[10-17 18:49:22]BuyGoodsData, count, level, id, num, price, range, curprice 2  0  4578  -1  960  213  1063  
[10-17 18:49:22]BuyGoodsData, count, level, id, num, price, range, curprice 3  0  4580  -1  972  648  1544  
[10-17 18:49:22]BuyGoodsData, count, level, id, num, price, range, curprice 4  0  4582  -1  664  147  750  
[10-17 18:49:22]BuyGoodsData, count, level, id, num, price, range, curprice 5  0  4584  -1  818  181  819  
[10-17 18:49:22]BuyGoodsData, count, level, id, num, price, range, curprice 6  0  4586  -1  895  199  895  
[10-17 18:49:22]BuyGoodsData, count, level, id, num, price, range, curprice 7  0  4588  -1  969  646  1288  
[10-17 18:49:22]BuyGoodsData, count, level, id, num, price, range, curprice 8  0  4590  -1  725  161  866  
[10-17 18:49:22]BuyGoodsData, count, level, id, num, price, range, curprice 9  0  4592  -1  1017  226  1174  
[10-17 18:49:22]BuyGoodsData, count, level, id, num, price, range, curprice 10  0  4594  -1  1071  238  1250  
[10-17 18:49:22]BuyGoodsData, count, level, id, num, price, range, curprice 11  0  4598  -1  888  197  949  
[10-17 18:49:22]BuyGoodsData, count, level, id, num, price, range, curprice 12  0  4599  -1  955  213  1059  
[10-17 18:49:22]BuyGoodsData, count, level, id, num, price, range, curprice 13  0  4601  -1  991  661  1292  
[10-17 18:49:22]BuyGoodsData, count, level, id, num, price, range, curprice 14  0  4557  -1  981  218  1135  
[10-17 18:49:22]BuyGoodsData, count, level, id, num, price, range, curprice 15  0  4560  -1  1124  249  1264  
[10-17 18:49:22]BuyGoodsData, count, level, id, num, price, range, curprice 16  0  4563  -1  976  217  1158  
[10-17 18:49:22]BuyGoodsData, count, level, id, num, price, range, curprice 17  0  4566  -1  763  169  905  
[10-17 18:49:22]BuyGoodsData, count, level, id, num, price, range, curprice 18  0  4569  -1  981  218  1087  
[10-17 18:49:22]BuyGoodsData, count, level, id, num, price, range, curprice 19  0  4572  -1  950  211  1136  
[10-17 18:49:22]SaleGoodsData, count, level, id, num, price, range, curprice 1  1  4555  480  405  90  469  
[10-17 18:49:22]SaleGoodsData, count, level, id, num, price, range, curprice 2  2  4556  300  468  104  532  
[10-17 18:49:22]SaleGoodsData, count, level, id, num, price, range, curprice 3  2  4557  240  522  116  528  
[10-17 18:49:22]BuyGoodsData, count, level, id, num, price, range, curprice 1  0  4573  -1  554  123  627  
[10-17 18:49:22]BuyGoodsData, count, level, id, num, price, range, curprice 2  0  4574  -1  711  158  811  
[10-17 18:49:22]BuyGoodsData, count, level, id, num, price, range, curprice 3  0  4575  -1  780  173  934  
[10-17 18:49:22]BuyGoodsData, count, level, id, num, price, range, curprice 4  0  4585  -1  936  208  1114  
[10-17 18:49:22]BuyGoodsData, count, level, id, num, price, range, curprice 5  0  4586  -1  970  215  1084  
[10-17 18:49:22]BuyGoodsData, count, level, id, num, price, range, curprice 6  0  4590  -1  699  155  780  
[10-17 18:49:22]BuyGoodsData, count, level, id, num, price, range, curprice 7  0  4592  -1  963  214  976  
[10-17 18:49:22]BuyGoodsData, count, level, id, num, price, range, curprice 8  0  4594  -1  997  221  1021  
[10-17 18:49:22]BuyGoodsData, count, level, id, num, price, range, curprice 9  0  4596  -1  1027  685  1028  
[10-17 18:49:22]BuyGoodsData, count, level, id, num, price, range, curprice 10  0  4597  -1  855  190  857  
[10-17 18:49:22]BuyGoodsData, count, level, id, num, price, range, curprice 11  0  4600  -1  857  571  1127  
[10-17 18:49:22]BuyGoodsData, count, level, id, num, price, range, curprice 12  0  4554  -1  991  221  1003  
[10-17 18:49:22]BuyGoodsData, count, level, id, num, price, range, curprice 13  0  4558  -1  828  184  879  
[10-17 18:49:22]BuyGoodsData, count, level, id, num, price, range, curprice 14  0  4559  -1  910  203  1091  
[10-17 18:49:22]BuyGoodsData, count, level, id, num, price, range, curprice 15  0  4562  -1  819  183  835  
[10-17 18:49:22]BuyGoodsData, count, level, id, num, price, range, curprice 16  0  4563  -1  879  195  948  
[10-17 18:49:22]BuyGoodsData, count, level, id, num, price, range, curprice 17  0  4566  -1  831  185  938  
[10-17 18:49:22]BuyGoodsData, count, level, id, num, price, range, curprice 18  0  4569  -1  1126  251  1128  
[10-17 18:49:22]BuyGoodsData, count, level, id, num, price, range, curprice 19  0  4572  -1  924  205  1071  
[10-17 18:49:22]SaleGoodsData, count, level, id, num, price, range, curprice 1  2  4558  300  450  100  488  
[10-17 18:49:22]SaleGoodsData, count, level, id, num, price, range, curprice 2  2  4559  240  495  110  518  
[10-17 18:49:22]SaleGoodsData, count, level, id, num, price, range, curprice 3  3  4560  60  571  127  574  
[10-17 18:49:22]BuyGoodsData, count, level, id, num, price, range, curprice 1  0  4576  -1  898  199  1094  
[10-17 18:49:22]BuyGoodsData, count, level, id, num, price, range, curprice 2  0  4577  -1  930  207  996  
[10-17 18:49:22]BuyGoodsData, count, level, id, num, price, range, curprice 3  0  4585  -1  936  208  954  
[10-17 18:49:22]BuyGoodsData, count, level, id, num, price, range, curprice 4  0  4587  -1  938  625  1417  
[10-17 18:49:22]BuyGoodsData, count, level, id, num, price, range, curprice 5  0  4589  -1  548  121  565  
[10-17 18:49:22]BuyGoodsData, count, level, id, num, price, range, curprice 6  0  4591  -1  844  187  1019  
[10-17 18:49:22]BuyGoodsData, count, level, id, num, price, range, curprice 7  0  4593  -1  972  216  1158  
[10-17 18:49:22]BuyGoodsData, count, level, id, num, price, range, curprice 8  0  4595  -1  900  600  1059  
[10-17 18:49:22]BuyGoodsData, count, level, id, num, price, range, curprice 9  0  4597  -1  881  195  969  
[10-17 18:49:22]BuyGoodsData, count, level, id, num, price, range, curprice 10  0  4599  -1  945  210  1076  
[10-17 18:49:22]BuyGoodsData, count, level, id, num, price, range, curprice 11  0  4600  -1  866  577  1128  
[10-17 18:49:22]BuyGoodsData, count, level, id, num, price, range, curprice 12  0  4554  -1  1020  227  1145  
[10-17 18:49:22]BuyGoodsData, count, level, id, num, price, range, curprice 13  0  4555  -1  793  177  806  
[10-17 18:49:22]BuyGoodsData, count, level, id, num, price, range, curprice 14  0  4556  -1  860  191  965  
[10-17 18:49:22]BuyGoodsData, count, level, id, num, price, range, curprice 15  0  4557  -1  960  213  1081  
[10-17 18:49:22]BuyGoodsData, count, level, id, num, price, range, curprice 16  0  4561  -1  808  179  970  
[10-17 18:49:22]BuyGoodsData, count, level, id, num, price, range, curprice 17  0  4566  -1  876  195  1015  
[10-17 18:49:22]BuyGoodsData, count, level, id, num, price, range, curprice 18  0  4569  -1  1089  243  1184  
[10-17 18:49:22]BuyGoodsData, count, level, id, num, price, range, curprice 19  0  4572  -1  924  205  1085  
[10-17 18:51:17]SaleGoodsData, count, level, id, num, price, range, curprice 1  1  4561  480  400  89  474  
[10-17 18:51:17]SaleGoodsData, count, level, id, num, price, range, curprice 2  2  4562  300  436  97  508  
[10-17 18:51:17]SaleGoodsData, count, level, id, num, price, range, curprice 3  2  4563  240  468  104  513  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 1  0  4578  -1  1014  225  1182  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 2  0  4580  -1  1056  705  1445  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 3  0  4586  -1  936  208  1017  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 4  0  4588  -1  1042  695  1071  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 5  0  4590  -1  673  149  781  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 6  0  4592  -1  909  202  944  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 7  0  4594  -1  954  212  1034  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 8  0  4596  -1  955  637  1541  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 9  0  4598  -1  954  212  1090  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 10  0  4599  -1  988  219  1184  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 11  0  4601  -1  1049  699  1103  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 12  0  4554  -1  1077  239  1221  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 13  0  4556  -1  879  195  1067  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 14  0  4558  -1  837  186  903  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 15  0  4559  -1  920  205  991  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 16  0  4560  -1  1039  231  1046  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 17  0  4566  -1  854  189  862  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 18  0  4569  -1  1052  233  1122  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 19  0  4572  -1  872  193  900  
[10-17 18:51:17]SaleGoodsData, count, level, id, num, price, range, curprice 1  0  4564  800  283  63  337  
[10-17 18:51:17]SaleGoodsData, count, level, id, num, price, range, curprice 2  1  4565  560  342  76  367  
[10-17 18:51:17]SaleGoodsData, count, level, id, num, price, range, curprice 3  1  4566  360  378  84  381  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 1  0  4574  -1  724  161  802  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 2  0  4575  -1  798  177  858  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 3  0  4576  -1  898  199  1096  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 4  0  4581  -1  531  119  594  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 5  0  4582  -1  651  145  653  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 6  0  4590  -1  699  155  780  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 7  0  4592  -1  963  214  1043  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 8  0  4596  -1  1027  685  1370  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 9  0  4598  -1  982  219  1170  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 10  0  4601  -1  1105  737  1249  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 11  0  4553  -1  807  179  976  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 12  0  4554  -1  963  214  1171  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 13  0  4557  -1  1052  233  1131  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 14  0  4560  -1  1268  281  1293  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 15  0  4563  -1  976  217  1135  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 16  0  4567  -1  705  157  720  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 17  0  4568  -1  860  191  923  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 18  0  4569  -1  960  213  1119  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 19  0  4572  -1  872  193  1009  
[10-17 18:51:17]SaleGoodsData, count, level, id, num, price, range, curprice 1  1  4567  600  360  80  378  
[10-17 18:51:17]SaleGoodsData, count, level, id, num, price, range, curprice 2  2  4568  400  468  104  478  
[10-17 18:51:17]SaleGoodsData, count, level, id, num, price, range, curprice 3  2  4569  240  522  116  618  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 1  0  4576  -1  924  205  1061  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 2  0  4577  -1  999  223  1149  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 3  0  4578  -1  1014  225  1227  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 4  0  4582  -1  664  147  804  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 5  0  4584  -1  818  181  854  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 6  0  4589  -1  542  121  595  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 7  0  4593  -1  904  201  1074  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 8  0  4595  -1  846  564  1389  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 9  0  4597  -1  986  219  1124  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 10  0  4599  -1  1061  235  1231  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 11  0  4600  -1  1017  678  1266  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 12  0  4554  -1  991  221  1208  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 13  0  4557  -1  1126  251  1172  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 14  0  4560  -1  1220  271  1273  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 15  0  4563  -1  943  209  997  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 16  0  4564  -1  577  129  692  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 17  0  4565  -1  666  149  778  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 18  0  4570  -1  550  123  575  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 19  0  4571  -1  842  187  880  
[10-17 18:51:17]SaleGoodsData, count, level, id, num, price, range, curprice 1  0  4581  900  270  60  274  
[10-17 18:51:17]SaleGoodsData, count, level, id, num, price, range, curprice 2  0  4582  800  319  71  379  
[10-17 18:51:17]SaleGoodsData, count, level, id, num, price, range, curprice 3  1  4583  700  355  79  381  
[10-17 18:51:17]SaleGoodsData, count, level, id, num, price, range, curprice 4  1  4584  480  405  90  415  
[10-17 18:51:17]SaleGoodsData, count, level, id, num, price, range, curprice 5  2  4585  300  450  100  466  
[10-17 18:51:17]SaleGoodsData, count, level, id, num, price, range, curprice 6  2  4586  240  481  107  486  
[10-17 18:51:17]SaleGoodsData, count, level, id, num, price, range, curprice 7  3  4587  60  549  122  611  
[10-17 18:51:17]SaleGoodsData, count, level, id, num, price, range, curprice 8  3  4588  40  639  142  748  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 1  0  4573  -1  560  125  664  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 2  0  4575  -1  798  177  964  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 3  0  4577  -1  930  207  1011  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 4  0  4589  -1  548  121  639  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 5  0  4591  -1  844  187  889  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 6  0  4593  -1  972  216  1069  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 7  0  4595  -1  900  600  1141  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 8  0  4598  -1  954  212  958  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 9  0  4599  -1  988  219  1186  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 10  0  4552  -1  655  145  718  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 11  0  4553  -1  807  179  898  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 12  0  4557  -1  1052  233  1254  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 13  0  4560  -1  1172  261  1271  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 14  0  4563  -1  909  202  1057  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 15  0  4564  -1  577  129  692  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 16  0  4566  -1  740  165  832  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 17  0  4568  -1  870  193  956  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 18  0  4569  -1  970  215  1131  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 19  0  4572  -1  872  193  923  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 20  0  4547  -1  200  0  200  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 21  0  4549  -1  360  0  360  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 22  0  4550  -1  1000  0  1000  
[10-17 18:51:17]BuyGoodsData, count, level, id, num, price, range, curprice 23  0  4551  -1  20  0  20  
[10-17 18:51:17]SaleGoodsData, count, level, id, num, price, range, curprice 1  0  3914  150  990  220  1128  
[10-17 18:51:17]SaleGoodsData, count, level, id, num, price, range, curprice 1  0  3912  200  855  190  973  
[10-17 18:51:17]SaleGoodsData, count, level, id, num, price, range, curprice 1  0  3913  250  765  170  930  
[10-18 23:39:16]SaleGoodsData, count, level, id, num, price, range, curprice 1  1  4561  480  400  89  474  
[10-18 23:39:16]SaleGoodsData, count, level, id, num, price, range, curprice 2  2  4562  300  436  97  508  
[10-18 23:39:16]SaleGoodsData, count, level, id, num, price, range, curprice 3  2  4563  240  468  104  513  
[10-18 23:39:16]BuyGoodsData, count, level, id, num, price, range, curprice 1  0  4578  -1  1014  225  1182  
