[09-28 09:28:00]AddPfTable, curpf, uppf, count 1  8  1  
[10-17 18:48:51]AddCatTable, cat, pf, count  2  8  5  
[10-17 18:48:51]AddCatTable, cat, pf, count  2  10  6  
[10-17 18:48:51]AddCatTable, cat, pf, count  2  17  7  
[10-17 18:48:51]AddCatTable, cat, pf, count  3  2  1  
[10-17 18:48:51]AddCatTable, cat, pf, count  3  3  2  
[10-17 18:48:51]AddCatTable, cat, pf, count  3  4  3  
[10-17 18:48:51]AddCatTable, cat, pf, count  3  5  4  
[10-17 18:48:51]AddCatTable, cat, pf, count  3  7  5  
[10-17 18:48:51]AddCatTable, cat, pf, count  3  11  6  
[10-17 18:48:51]AddCatTable, cat, pf, count  3  12  7  
[10-17 18:48:51]AddCatTable, cat, pf, count  3  13  8  
[10-17 18:48:51]AddCatTable, cat, pf, count  3  14  9  
[10-17 18:48:51]AddCatTable, cat, pf, count  3  15  10  
[10-17 18:48:51]AddCatTable, cat, pf, count  3  16  11  
[10-17 18:48:51]AddCatTable, cat, pf, count  3  17  12  
[10-17 18:48:51]AddCatTable, cat, pf, count  4  4  1  
[10-17 18:48:51]AddCatTable, cat, pf, count  4  5  2  
[10-17 18:48:51]AddCatTable, cat, pf, count  4  6  3  
[10-17 18:48:51]AddCatTable, cat, pf, count  4  7  4  
[10-17 18:48:51]AddCatTable, cat, pf, count  4  13  5  
[10-17 18:48:51]AddCatTable, cat, pf, count  4  14  6  
[10-17 18:48:51]AddCatTable, cat, pf, count  4  16  7  
[10-17 18:48:51]AddCatTable, cat, pf, count  4  17  8  
[10-17 18:48:51]AddCatTable, cat, pf, count  4  18  9  
[10-17 18:51:11]AddPfTable, curpf, uppf, count 1  8  1  
[10-17 18:51:11]AddPfTable, curpf, uppf, count 1  9  2  
[10-17 18:51:11]AddPfTable, curpf, uppf, count 1  10  3  
[10-17 18:51:11]AddPfTable, curpf, uppf, count 2  11  1  
[10-17 18:51:11]AddPfTable, curpf, uppf, count 2  12  2  
[10-17 18:51:11]AddPfTable, curpf, uppf, count 3  15  1  
[10-17 18:51:11]AddPfTable, curpf, uppf, count 4  16  1  
[10-17 18:51:11]AddPfTable, curpf, uppf, count 5  13  1  
[10-17 18:51:11]AddPfTable, curpf, uppf, count 5  14  2  
[10-17 18:51:11]AddPfTable, curpf, uppf, count 6  18  1  
[10-17 18:51:11]AddPfTable, curpf, uppf, count 7  17  1  
[10-17 18:51:11]AddCatTable, cat, pf, count  1  1  1  
[10-17 18:51:11]AddCatTable, cat, pf, count  1  2  2  
[10-17 18:51:11]AddCatTable, cat, pf, count  1  4  3  
[10-17 18:51:11]AddCatTable, cat, pf, count  1  7  4  
[10-17 18:51:11]AddCatTable, cat, pf, count  1  9  5  
[10-17 18:51:11]AddCatTable, cat, pf, count  1  10  6  
[10-17 18:51:11]AddCatTable, cat, pf, count  1  11  7  
[10-17 18:51:11]AddCatTable, cat, pf, count  1  12  8  
[10-17 18:51:11]AddCatTable, cat, pf, count  1  16  9  
[10-17 18:51:11]AddCatTable, cat, pf, count  1  17  10  
[10-17 18:51:11]AddCatTable, cat, pf, count  2  1  1  
[10-17 18:51:11]AddCatTable, cat, pf, count  2  3  2  
[10-17 18:51:11]AddCatTable, cat, pf, count  2  6  3  
[10-17 18:51:11]AddCatTable, cat, pf, count  2  7  4  
[10-17 18:51:11]AddCatTable, cat, pf, count  2  8  5  
[10-17 18:51:11]AddCatTable, cat, pf, count  2  10  6  
[10-17 18:51:11]AddCatTable, cat, pf, count  2  17  7  
[10-17 18:51:11]AddCatTable, cat, pf, count  3  2  1  
[10-17 18:51:11]AddCatTable, cat, pf, count  3  3  2  
[10-17 18:51:11]AddCatTable, cat, pf, count  3  4  3  
[10-17 18:51:11]AddCatTable, cat, pf, count  3  5  4  
[10-17 18:51:11]AddCatTable, cat, pf, count  3  7  5  
[10-17 18:51:11]AddCatTable, cat, pf, count  3  11  6  
[10-17 18:51:11]AddCatTable, cat, pf, count  3  12  7  
[10-17 18:51:11]AddCatTable, cat, pf, count  3  13  8  
[10-17 18:51:11]AddCatTable, cat, pf, count  3  14  9  
[10-17 18:51:11]AddCatTable, cat, pf, count  3  15  10  
[10-17 18:51:11]AddCatTable, cat, pf, count  3  16  11  
[10-17 18:51:11]AddCatTable, cat, pf, count  3  17  12  
[10-17 18:51:11]AddCatTable, cat, pf, count  4  4  1  
[10-17 18:51:11]AddCatTable, cat, pf, count  4  5  2  
[10-17 18:51:11]AddCatTable, cat, pf, count  4  6  3  
[10-17 18:51:11]AddCatTable, cat, pf, count  4  7  4  
[10-17 18:51:11]AddCatTable, cat, pf, count  4  13  5  
[10-17 18:51:11]AddCatTable, cat, pf, count  4  14  6  
[10-17 18:51:11]AddCatTable, cat, pf, count  4  16  7  
[10-17 18:51:11]AddCatTable, cat, pf, count  4  17  8  
[10-17 18:51:11]AddCatTable, cat, pf, count  4  18  9  
[10-18 23:39:08]AddPfTable, curpf, uppf, count 1  8  1  
[10-18 23:39:08]AddPfTable, curpf, uppf, count 1  9  2  
[10-18 23:39:08]AddPfTable, curpf, uppf, count 1  10  3  
[10-18 23:39:08]AddPfTable, curpf, uppf, count 2  11  1  
[10-18 23:39:08]AddPfTable, curpf, uppf, count 2  12  2  
[10-18 23:39:08]AddPfTable, curpf, uppf, count 3  15  1  
[10-18 23:39:08]AddPfTable, curpf, uppf, count 4  16  1  
[10-18 23:39:08]AddPfTable, curpf, uppf, count 5  13  1  
[10-18 23:39:08]AddPfTable, curpf, uppf, count 5  14  2  
[10-18 23:39:08]AddPfTable, curpf, uppf, count 6  18  1  
[10-18 23:39:08]AddPfTable, curpf, uppf, count 7  17  1  
[10-18 23:39:08]AddCatTable, cat, pf, count  1  1  1  
[10-18 23:39:08]AddCatTable, cat, pf, count  1  2  2  
[10-18 23:39:08]AddCatTable, cat, pf, count  1  4  3  
[10-18 23:39:08]AddCatTable, cat, pf, count  1  7  4  
[10-18 23:39:08]AddCatTable, cat, pf, count  1  9  5  
[10-18 23:39:08]AddCatTable, cat, pf, count  1  10  6  
[10-18 23:39:08]AddCatTable, cat, pf, count  1  11  7  
[10-18 23:39:08]AddCatTable, cat, pf, count  1  12  8  
[10-18 23:39:08]AddCatTable, cat, pf, count  1  16  9  
[10-18 23:39:08]AddCatTable, cat, pf, count  1  17  10  
[10-18 23:39:08]AddCatTable, cat, pf, count  2  1  1  
[10-18 23:39:08]AddCatTable, cat, pf, count  2  3  2  
[10-18 23:39:08]AddCatTable, cat, pf, count  2  6  3  
[10-18 23:39:08]AddCatTable, cat, pf, count  2  7  4  
[10-18 23:39:08]AddCatTable, cat, pf, count  2  8  5  
[10-18 23:39:08]AddCatTable, cat, pf, count  2  10  6  
[10-18 23:39:08]AddCatTable, cat, pf, count  2  17  7  
[10-18 23:39:08]AddCatTable, cat, pf, count  3  2  1  
[10-18 23:39:08]AddCatTable, cat, pf, count  3  3  2  
[10-18 23:39:08]AddCatTable, cat, pf, count  3  4  3  
[10-18 23:39:08]AddCatTable, cat, pf, count  3  5  4  
[10-18 23:39:08]AddCatTable, cat, pf, count  3  7  5  
[10-18 23:39:08]AddCatTable, cat, pf, count  3  11  6  
[10-18 23:39:08]AddCatTable, cat, pf, count  3  12  7  
[10-18 23:39:08]AddCatTable, cat, pf, count  3  13  8  
[10-18 23:39:08]AddCatTable, cat, pf, count  3  14  9  
[10-18 23:39:08]AddCatTable, cat, pf, count  3  15  10  
[10-18 23:39:08]AddCatTable, cat, pf, count  3  16  11  
[10-18 23:39:08]AddCatTable, cat, pf, count  3  17  12  
[10-18 23:39:08]AddCatTable, cat, pf, count  4  4  1  
[10-18 23:39:08]AddCatTable, cat, pf, count  4  5  2  
[10-18 23:39:08]AddCatTable, cat, pf, count  4  6  3  
[10-18 23:39:08]AddCatTable, cat, pf, count  4  7  4  
[10-18 23:39:08]AddCatTable, cat, pf, count  4  13  5  
[10-18 23:39:08]AddCatTable, cat, pf, count  4  14  6  
[10-18 23:39:08]AddCatTable, cat, pf, count  4  16  7  
[10-18 23:39:08]AddCatTable, cat, pf, count  4  17  8  
[10-18 23:39:08]AddCatTable, cat, pf, count  4  18  9  
[10-19 01:46:31]AddPfTable, curpf, uppf, count 1  8  1  
[10-19 01:46:31]AddPfTable, curpf, uppf, count 1  9  2  
[10-19 01:46:31]AddPfTable, curpf, uppf, count 1  10  3  
[10-19 01:46:31]AddPfTable, curpf, uppf, count 2  11  1  
[10-19 01:46:31]AddPfTable, curpf, uppf, count 2  12  2  
[10-19 01:46:31]AddPfTable, curpf, uppf, count 3  15  1  
[10-19 01:46:31]AddPfTable, curpf, uppf, count 4  16  1  
[10-19 01:46:31]AddPfTable, curpf, uppf, count 5  13  1  
[10-19 01:46:31]AddPfTable, curpf, uppf, count 5  14  2  
[10-19 01:46:31]AddPfTable, curpf, uppf, count 6  18  1  
[10-19 01:46:31]AddPfTable, curpf, uppf, count 7  17  1  
[10-19 01:46:31]AddCatTable, cat, pf, count  1  1  1  
[10-19 01:46:31]AddCatTable, cat, pf, count  1  2  2  
[10-19 01:46:31]AddCatTable, cat, pf, count  1  4  3  
[10-19 01:46:31]AddCatTable, cat, pf, count  1  7  4  
[10-19 01:46:31]AddCatTable, cat, pf, count  1  9  5  
[10-19 01:46:31]AddCatTable, cat, pf, count  1  10  6  
[10-19 01:46:31]AddCatTable, cat, pf, count  1  11  7  
[10-19 01:46:31]AddCatTable, cat, pf, count  1  12  8  
[10-19 01:46:31]AddCatTable, cat, pf, count  1  16  9  
[10-19 01:46:31]AddCatTable, cat, pf, count  1  17  10  
[10-19 01:46:31]AddCatTable, cat, pf, count  2  1  1  
[10-19 01:46:31]AddCatTable, cat, pf, count  2  3  2  
[10-19 01:46:31]AddCatTable, cat, pf, count  2  6  3  
[10-19 01:46:31]AddCatTable, cat, pf, count  2  7  4  
[10-19 01:46:31]AddCatTable, cat, pf, count  2  8  5  
[10-19 01:46:31]AddCatTable, cat, pf, count  2  10  6  
[10-19 01:46:31]AddCatTable, cat, pf, count  2  17  7  
[10-19 01:46:31]AddCatTable, cat, pf, count  3  2  1  
[10-19 01:46:31]AddCatTable, cat, pf, count  3  3  2  
[10-19 01:46:31]AddCatTable, cat, pf, count  3  4  3  
[10-19 01:46:31]AddCatTable, cat, pf, count  3  5  4  
[10-19 01:46:31]AddCatTable, cat, pf, count  3  7  5  
[10-19 01:46:31]AddCatTable, cat, pf, count  3  11  6  
[10-19 01:46:31]AddCatTable, cat, pf, count  3  12  7  
[10-19 01:46:31]AddCatTable, cat, pf, count  3  13  8  
[10-19 01:46:31]AddCatTable, cat, pf, count  3  14  9  
[10-19 01:46:31]AddCatTable, cat, pf, count  3  15  10  
[10-19 01:46:31]AddCatTable, cat, pf, count  3  16  11  
[10-19 01:46:31]AddCatTable, cat, pf, count  3  17  12  
[10-19 01:46:31]AddCatTable, cat, pf, count  4  4  1  
[10-19 01:46:31]AddCatTable, cat, pf, count  4  5  2  
[10-19 01:46:31]AddCatTable, cat, pf, count  4  6  3  
[10-19 01:46:31]AddCatTable, cat, pf, count  4  7  4  
[10-19 01:46:31]AddCatTable, cat, pf, count  4  13  5  
[10-19 01:46:31]AddCatTable, cat, pf, count  4  14  6  
[10-19 01:46:31]AddCatTable, cat, pf, count  4  16  7  
[10-19 01:46:31]AddCatTable, cat, pf, count  4  17  8  
[10-19 01:46:31]AddCatTable, cat, pf, count  4  18  9  
[10-19 01:53:29]AddPfTable, curpf, uppf, count 1  8  1  
[10-19 01:53:29]AddPfTable, curpf, uppf, count 1  9  2  
[10-19 01:53:29]AddPfTable, curpf, uppf, count 1  10  3  
[10-19 01:53:29]AddPfTable, curpf, uppf, count 2  11  1  
[10-19 01:53:29]AddPfTable, curpf, uppf, count 2  12  2  
[10-19 01:53:29]AddPfTable, curpf, uppf, count 3  15  1  
[10-19 01:53:29]AddPfTable, curpf, uppf, count 4  16  1  
[10-19 01:53:29]AddPfTable, curpf, uppf, count 5  13  1  
[10-19 01:53:29]AddPfTable, curpf, uppf, count 5  14  2  
[10-19 01:53:29]AddPfTable, curpf, uppf, count 6  18  1  
[10-19 01:53:29]AddPfTable, curpf, uppf, count 7  17  1  
[10-19 01:53:29]AddCatTable, cat, pf, count  1  1  1  
[10-19 01:53:29]AddCatTable, cat, pf, count  1  2  2  
[10-19 01:53:29]AddCatTable, cat, pf, count  1  4  3  
[10-19 01:53:29]AddCatTable, cat, pf, count  1  7  4  
[10-19 01:53:29]AddCatTable, cat, pf, count  1  9  5  
[10-19 01:53:29]AddCatTable, cat, pf, count  1  10  6  
[10-19 01:53:29]AddCatTable, cat, pf, count  1  11  7  
[10-19 01:53:29]AddCatTable, cat, pf, count  1  12  8  
[10-19 01:53:29]AddCatTable, cat, pf, count  1  16  9  
[10-19 01:53:29]AddCatTable, cat, pf, count  1  17  10  
[10-19 01:53:29]AddCatTable, cat, pf, count  2  1  1  
[10-19 01:53:29]AddCatTable, cat, pf, count  2  3  2  
[10-19 01:53:29]AddCatTable, cat, pf, count  2  6  3  
[10-19 01:53:29]AddCatTable, cat, pf, count  2  7  4  
[10-19 01:53:29]AddCatTable, cat, pf, count  2  8  5  
[10-19 01:53:29]AddCatTable, cat, pf, count  2  10  6  
[10-19 01:53:29]AddCatTable, cat, pf, count  2  17  7  
[10-19 01:53:29]AddCatTable, cat, pf, count  3  2  1  
[10-19 01:53:29]AddCatTable, cat, pf, count  3  3  2  
[10-19 01:53:29]AddCatTable, cat, pf, count  3  4  3  
[10-19 01:53:29]AddCatTable, cat, pf, count  3  5  4  
[10-19 01:53:29]AddCatTable, cat, pf, count  3  7  5  
[10-19 01:53:29]AddCatTable, cat, pf, count  3  11  6  
[10-19 01:53:29]AddCatTable, cat, pf, count  3  12  7  
[10-19 01:53:29]AddCatTable, cat, pf, count  3  13  8  
[10-19 01:53:29]AddCatTable, cat, pf, count  3  14  9  
[10-19 01:53:29]AddCatTable, cat, pf, count  3  15  10  
[10-19 01:53:29]AddCatTable, cat, pf, count  3  16  11  
[10-19 01:53:29]AddCatTable, cat, pf, count  3  17  12  
[10-19 01:53:29]AddCatTable, cat, pf, count  4  4  1  
[10-19 01:53:29]AddCatTable, cat, pf, count  4  5  2  
[10-19 01:53:29]AddCatTable, cat, pf, count  4  6  3  
[10-19 01:53:29]AddCatTable, cat, pf, count  4  7  4  
[10-19 01:53:29]AddCatTable, cat, pf, count  4  13  5  
[10-19 01:53:29]AddCatTable, cat, pf, count  4  14  6  
[10-19 01:53:29]AddCatTable, cat, pf, count  4  16  7  
[10-19 01:53:29]AddCatTable, cat, pf, count  4  17  8  
[10-19 01:53:29]AddCatTable, cat, pf, count  4  18  9  
[10-19 02:07:32]AddPfTable, curpf, uppf, count 1  8  1  
[10-19 02:07:32]AddPfTable, curpf, uppf, count 1  9  2  
[10-19 02:07:32]AddPfTable, curpf, uppf, count 1  10  3  
[10-19 02:07:32]AddPfTable, curpf, uppf, count 2  11  1  
[10-19 02:07:32]AddPfTable, curpf, uppf, count 2  12  2  
[10-19 02:07:32]AddPfTable, curpf, uppf, count 3  15  1  
[10-19 02:07:32]AddPfTable, curpf, uppf, count 4  16  1  
[10-19 02:07:32]AddPfTable, curpf, uppf, count 5  13  1  
[10-19 02:07:32]AddPfTable, curpf, uppf, count 5  14  2  
[10-19 02:07:32]AddPfTable, curpf, uppf, count 6  18  1  
[10-19 02:07:32]AddPfTable, curpf, uppf, count 7  17  1  
[10-19 02:07:32]AddCatTable, cat, pf, count  1  1  1  
[10-19 02:07:32]AddCatTable, cat, pf, count  1  2  2  
[10-19 02:07:32]AddCatTable, cat, pf, count  1  4  3  
[10-19 02:07:32]AddCatTable, cat, pf, count  1  7  4  
[10-19 02:07:32]AddCatTable, cat, pf, count  1  9  5  
[10-19 02:07:32]AddCatTable, cat, pf, count  1  10  6  
[10-19 02:07:32]AddCatTable, cat, pf, count  1  11  7  
[10-19 02:07:32]AddCatTable, cat, pf, count  1  12  8  
[10-19 02:07:32]AddCatTable, cat, pf, count  1  16  9  
[10-19 02:07:32]AddCatTable, cat, pf, count  1  17  10  
[10-19 02:07:32]AddCatTable, cat, pf, count  2  1  1  
[10-19 02:07:32]AddCatTable, cat, pf, count  2  3  2  
[10-19 02:07:32]AddCatTable, cat, pf, count  2  6  3  
[10-19 02:07:32]AddCatTable, cat, pf, count  2  7  4  
[10-19 02:07:32]AddCatTable, cat, pf, count  2  8  5  
[10-19 02:07:32]AddCatTable, cat, pf, count  2  10  6  
[10-19 02:07:32]AddCatTable, cat, pf, count  2  17  7  
[10-19 02:07:32]AddCatTable, cat, pf, count  3  2  1  
[10-19 02:07:32]AddCatTable, cat, pf, count  3  3  2  
[10-19 02:07:32]AddCatTable, cat, pf, count  3  4  3  
[10-19 02:07:32]AddCatTable, cat, pf, count  3  5  4  
[10-19 02:07:32]AddCatTable, cat, pf, count  3  7  5  
[10-19 02:07:32]AddCatTable, cat, pf, count  3  11  6  
[10-19 02:07:32]AddCatTable, cat, pf, count  3  12  7  
[10-19 02:07:32]AddCatTable, cat, pf, count  3  13  8  
[10-19 02:07:32]AddCatTable, cat, pf, count  3  14  9  
[10-19 02:07:32]AddCatTable, cat, pf, count  3  15  10  
[10-19 02:07:32]AddCatTable, cat, pf, count  3  16  11  
[10-19 02:07:32]AddCatTable, cat, pf, count  3  17  12  
[10-19 02:07:32]AddCatTable, cat, pf, count  4  4  1  
[10-19 02:07:32]AddCatTable, cat, pf, count  4  5  2  
[10-19 02:07:32]AddCatTable, cat, pf, count  4  6  3  
[10-19 02:07:32]AddCatTable, cat, pf, count  4  7  4  
[10-19 02:07:32]AddCatTable, cat, pf, count  4  13  5  
[10-19 02:07:32]AddCatTable, cat, pf, count  4  14  6  
[10-19 02:07:32]AddCatTable, cat, pf, count  4  16  7  
[10-19 02:07:32]AddCatTable, cat, pf, count  4  17  8  
[10-19 02:07:32]AddCatTable, cat, pf, count  4  18  9  
[10-19 02:26:49]AddPfTable, curpf, uppf, count 1  8  1  
[10-19 02:26:49]AddPfTable, curpf, uppf, count 1  9  2  
[10-19 02:26:49]AddPfTable, curpf, uppf, count 1  10  3  
[10-19 02:26:49]AddPfTable, curpf, uppf, count 2  11  1  
[10-19 02:26:49]AddPfTable, curpf, uppf, count 2  12  2  
[10-19 02:26:49]AddPfTable, curpf, uppf, count 3  15  1  
[10-19 02:26:49]AddPfTable, curpf, uppf, count 4  16  1  
[10-19 02:26:49]AddPfTable, curpf, uppf, count 5  13  1  
[10-19 02:26:49]AddPfTable, curpf, uppf, count 5  14  2  
[10-19 02:26:49]AddPfTable, curpf, uppf, count 6  18  1  
[10-19 02:26:49]AddPfTable, curpf, uppf, count 7  17  1  
[10-19 02:26:49]AddCatTable, cat, pf, count  1  1  1  
[10-19 02:26:49]AddCatTable, cat, pf, count  1  2  2  
[10-19 02:26:49]AddCatTable, cat, pf, count  1  4  3  
[10-19 02:26:49]AddCatTable, cat, pf, count  1  7  4  
[10-19 02:26:49]AddCatTable, cat, pf, count  1  9  5  
[10-19 02:26:49]AddCatTable, cat, pf, count  1  10  6  
[10-19 02:26:49]AddCatTable, cat, pf, count  1  11  7  
[10-19 02:26:49]AddCatTable, cat, pf, count  1  12  8  
[10-19 02:26:49]AddCatTable, cat, pf, count  1  16  9  
[10-19 02:26:49]AddCatTable, cat, pf, count  1  17  10  
[10-19 02:26:49]AddCatTable, cat, pf, count  2  1  1  
[10-19 02:26:49]AddCatTable, cat, pf, count  2  3  2  
[10-19 02:26:49]AddCatTable, cat, pf, count  2  6  3  
[10-19 02:26:49]AddCatTable, cat, pf, count  2  7  4  
[10-19 02:26:49]AddCatTable, cat, pf, count  2  8  5  
[10-19 02:26:49]AddCatTable, cat, pf, count  2  10  6  
[10-19 02:26:49]AddCatTable, cat, pf, count  2  17  7  
[10-19 02:26:49]AddCatTable, cat, pf, count  3  2  1  
[10-19 02:26:49]AddCatTable, cat, pf, count  3  3  2  
[10-19 02:26:49]AddCatTable, cat, pf, count  3  4  3  
[10-19 02:26:49]AddCatTable, cat, pf, count  3  5  4  
[10-19 02:26:49]AddCatTable, cat, pf, count  3  7  5  
[10-19 02:26:49]AddCatTable, cat, pf, count  3  11  6  
[10-19 02:26:49]AddCatTable, cat, pf, count  3  12  7  
[10-19 02:26:49]AddCatTable, cat, pf, count  3  13  8  
[10-19 02:26:49]AddCatTable, cat, pf, count  3  14  9  
[10-19 02:26:49]AddCatTable, cat, pf, count  3  15  10  
[10-19 02:26:49]AddCatTable, cat, pf, count  3  16  11  
[10-19 02:26:49]AddCatTable, cat, pf, count  3  17  12  
[10-19 02:26:49]AddCatTable, cat, pf, count  4  4  1  
[10-19 02:26:49]AddCatTable, cat, pf, count  4  5  2  
[10-19 02:26:49]AddCatTable, cat, pf, count  4  6  3  
[10-19 02:26:49]AddCatTable, cat, pf, count  4  7  4  
[10-19 02:26:49]AddCatTable, cat, pf, count  4  13  5  
[10-19 02:26:49]AddCatTable, cat, pf, count  4  14  6  
[10-19 02:26:49]AddCatTable, cat, pf, count  4  16  7  
[10-19 02:26:49]AddCatTable, cat, pf, count  4  17  8  
[10-19 02:26:49]AddCatTable, cat, pf, count  4  18  9  
[10-19 13:44:51]AddPfTable, curpf, uppf, count 1  8  1  
[10-19 13:44:51]AddPfTable, curpf, uppf, count 1  9  2  
[10-19 13:44:51]AddPfTable, curpf, uppf, count 1  10  3  
[10-19 13:44:51]AddPfTable, curpf, uppf, count 2  11  1  
[10-19 13:44:51]AddPfTable, curpf, uppf, count 2  12  2  
[10-19 13:44:51]AddPfTable, curpf, uppf, count 3  15  1  
[10-19 13:44:51]AddPfTable, curpf, uppf, count 4  16  1  
[10-19 13:44:51]AddPfTable, curpf, uppf, count 5  13  1  
[10-19 13:44:51]AddPfTable, curpf, uppf, count 5  14  2  
[10-19 13:44:51]AddPfTable, curpf, uppf, count 6  18  1  
[10-19 13:44:51]AddPfTable, curpf, uppf, count 7  17  1  
[10-19 13:44:51]AddCatTable, cat, pf, count  1  1  1  
[10-19 13:44:51]AddCatTable, cat, pf, count  1  2  2  
[10-19 13:44:51]AddCatTable, cat, pf, count  1  4  3  
[10-19 13:44:51]AddCatTable, cat, pf, count  1  7  4  
[10-19 13:44:51]AddCatTable, cat, pf, count  1  9  5  
[10-19 13:44:51]AddCatTable, cat, pf, count  1  10  6  
[10-19 13:44:51]AddCatTable, cat, pf, count  1  11  7  
[10-19 13:44:51]AddCatTable, cat, pf, count  1  12  8  
[10-19 13:44:51]AddCatTable, cat, pf, count  1  16  9  
[10-19 13:44:51]AddCatTable, cat, pf, count  1  17  10  
[10-19 13:44:51]AddCatTable, cat, pf, count  2  1  1  
[10-19 13:44:51]AddCatTable, cat, pf, count  2  3  2  
[10-19 13:44:51]AddCatTable, cat, pf, count  2  6  3  
[10-19 13:44:51]AddCatTable, cat, pf, count  2  7  4  
[10-19 13:44:51]AddCatTable, cat, pf, count  2  8  5  
[10-19 13:44:51]AddCatTable, cat, pf, count  2  10  6  
[10-19 13:44:51]AddCatTable, cat, pf, count  2  17  7  
[10-19 13:44:51]AddCatTable, cat, pf, count  3  2  1  
[10-19 13:44:51]AddCatTable, cat, pf, count  3  3  2  
[10-19 13:44:51]AddCatTable, cat, pf, count  3  4  3  
[10-19 13:44:51]AddCatTable, cat, pf, count  3  5  4  
[10-19 13:44:51]AddCatTable, cat, pf, count  3  7  5  
[10-19 13:44:51]AddCatTable, cat, pf, count  3  11  6  
[10-19 13:44:51]AddCatTable, cat, pf, count  3  12  7  
[10-19 13:44:51]AddCatTable, cat, pf, count  3  13  8  
[10-19 13:44:51]AddCatTable, cat, pf, count  3  14  9  
[10-19 13:44:51]AddCatTable, cat, pf, count  3  15  10  
[10-19 13:44:51]AddCatTable, cat, pf, count  3  16  11  
[10-19 13:44:51]AddCatTable, cat, pf, count  3  17  12  
[10-19 13:44:51]AddCatTable, cat, pf, count  4  4  1  
[10-19 13:44:51]AddCatTable, cat, pf, count  4  5  2  
[10-19 13:44:51]AddCatTable, cat, pf, count  4  6  3  
[10-19 13:44:51]AddCatTable, cat, pf, count  4  7  4  
[10-19 13:44:51]AddCatTable, cat, pf, count  4  13  5  
[10-19 13:44:51]AddCatTable, cat, pf, count  4  14  6  
[10-19 13:44:51]AddCatTable, cat, pf, count  4  16  7  
[10-19 13:44:51]AddCatTable, cat, pf, count  4  17  8  
[10-19 13:44:51]AddCatTable, cat, pf, count  4  18  9  
[10-19 13:45:50]AddPfTable, curpf, uppf, count 1  8  1  
[10-19 13:45:50]AddPfTable, curpf, uppf, count 1  9  2  
[10-19 13:45:50]AddPfTable, curpf, uppf, count 1  10  3  
[10-19 13:45:50]AddPfTable, curpf, uppf, count 2  11  1  
[10-19 13:45:50]AddPfTable, curpf, uppf, count 2  12  2  
[10-19 13:45:50]AddPfTable, curpf, uppf, count 3  15  1  
[10-19 13:45:50]AddPfTable, curpf, uppf, count 4  16  1  
[10-19 13:45:50]AddPfTable, curpf, uppf, count 5  13  1  
[10-19 13:45:50]AddPfTable, curpf, uppf, count 5  14  2  
[10-19 13:45:50]AddPfTable, curpf, uppf, count 6  18  1  
[10-19 13:45:50]AddPfTable, curpf, uppf, count 7  17  1  
[10-19 13:45:50]AddCatTable, cat, pf, count  1  1  1  
[10-19 13:45:50]AddCatTable, cat, pf, count  1  2  2  
[10-19 13:45:50]AddCatTable, cat, pf, count  1  4  3  
[10-19 13:45:50]AddCatTable, cat, pf, count  1  7  4  
[10-19 13:45:50]AddCatTable, cat, pf, count  1  9  5  
[10-19 13:45:50]AddCatTable, cat, pf, count  1  10  6  
[10-19 13:45:50]AddCatTable, cat, pf, count  1  11  7  
[10-19 13:45:50]AddCatTable, cat, pf, count  1  12  8  
[10-19 13:45:50]AddCatTable, cat, pf, count  1  16  9  
[10-19 13:45:50]AddCatTable, cat, pf, count  1  17  10  
[10-19 13:45:50]AddCatTable, cat, pf, count  2  1  1  
[10-19 13:45:50]AddCatTable, cat, pf, count  2  3  2  
[10-19 13:45:50]AddCatTable, cat, pf, count  2  6  3  
[10-19 13:45:50]AddCatTable, cat, pf, count  2  7  4  
[10-19 13:45:50]AddCatTable, cat, pf, count  2  8  5  
[10-19 13:45:50]AddCatTable, cat, pf, count  2  10  6  
[10-19 13:45:50]AddCatTable, cat, pf, count  2  17  7  
[10-19 13:45:50]AddCatTable, cat, pf, count  3  2  1  
[10-19 13:45:50]AddCatTable, cat, pf, count  3  3  2  
[10-19 13:45:50]AddCatTable, cat, pf, count  3  4  3  
[10-19 13:45:50]AddCatTable, cat, pf, count  3  5  4  
[10-19 13:45:50]AddCatTable, cat, pf, count  3  7  5  
[10-19 13:45:50]AddCatTable, cat, pf, count  3  11  6  
[10-19 13:45:50]AddCatTable, cat, pf, count  3  12  7  
[10-19 13:45:50]AddCatTable, cat, pf, count  3  13  8  
[10-19 13:45:50]AddCatTable, cat, pf, count  3  14  9  
[10-19 13:45:50]AddCatTable, cat, pf, count  3  15  10  
[10-19 13:45:50]AddCatTable, cat, pf, count  3  16  11  
[10-19 13:45:50]AddCatTable, cat, pf, count  3  17  12  
[10-19 13:45:50]AddCatTable, cat, pf, count  4  4  1  
[10-19 13:45:50]AddCatTable, cat, pf, count  4  5  2  
[10-19 13:45:50]AddCatTable, cat, pf, count  4  6  3  
[10-19 13:45:50]AddCatTable, cat, pf, count  4  7  4  
[10-19 13:45:50]AddCatTable, cat, pf, count  4  13  5  
[10-19 13:45:50]AddCatTable, cat, pf, count  4  14  6  
[10-19 13:45:50]AddCatTable, cat, pf, count  4  16  7  
[10-19 13:45:50]AddCatTable, cat, pf, count  4  17  8  
[10-19 13:45:50]AddCatTable, cat, pf, count  4  18  9  
[10-19 14:17:40]AddPfTable, curpf, uppf, count 1  8  1  
